goal_difference,goals_against,goals_for,losses,ot_losses,source_url,team_name,win_percentage,wins,year
35,264,299,24,,https://www.scrapethissite.com/pages/forms/,Boston Bruins,0.55,44,1990
14,278,292,30,,https://www.scrapethissite.com/pages/forms/,Buffalo Sabres,0.388,31,1990
81,263,344,26,,https://www.scrapethissite.com/pages/forms/,Calgary Flames,0.575,46,1990
73,211,284,23,,https://www.scrapethissite.com/pages/forms/,Chicago Blackhawks,0.613,49,1990
-25,298,273,38,,https://www.scrapethissite.com/pages/forms/,Detroit Red Wings,0.425,34,1990
0,272,272,37,,https://www.scrapethissite.com/pages/forms/,Edmonton Oilers,0.463,37,1990
-38,276,238,38,,https://www.scrapethissite.com/pages/forms/,Hartford Whalers,0.388,31,1990
86,254,340,24,,https://www.scrapethissite.com/pages/forms/,Los Angeles Kings,0.575,46,1990
-10,266,256,39,,https://www.scrapethissite.com/pages/forms/,Minnesota North Stars,0.338,27,1990
24,249,273,30,,https://www.scrapethissite.com/pages/forms/,Montreal Canadiens,0.487,39,1990
8,264,272,33,,https://www.scrapethissite.com/pages/forms/,New Jersey Devils,0.4,32,1990
-67,290,223,45,,https://www.scrapethissite.com/pages/forms/,New York Islanders,0.312,25,1990
32,265,297,31,,https://www.scrapethissite.com/pages/forms/,New York Rangers,0.45,36,1990
-15,267,252,37,,https://www.scrapethissite.com/pages/forms/,Philadelphia Flyers,0.412,33,1990
37,305,342,33,,https://www.scrapethissite.com/pages/forms/,Pittsburgh Penguins,0.512,41,1990
-118,354,236,50,,https://www.scrapethissite.com/pages/forms/,Quebec Nordiques,0.2,16,1990
60,250,310,22,,https://www.scrapethissite.com/pages/forms/,St. Louis Blues,0.588,47,1990
-77,318,241,46,,https://www.scrapethissite.com/pages/forms/,Toronto Maple Leafs,0.287,23,1990
-72,315,243,43,,https://www.scrapethissite.com/pages/forms/,Vancouver Canucks,0.35,28,1990
0,258,258,36,,https://www.scrapethissite.com/pages/forms/,Washington Capitals,0.463,37,1990
-28,288,260,43,,https://www.scrapethissite.com/pages/forms/,Winnipeg Jets,0.325,26,1990
-5,275,270,32,,https://www.scrapethissite.com/pages/forms/,Boston Bruins,0.45,36,1991
-10,299,289,37,,https://www.scrapethissite.com/pages/forms/,Buffalo Sabres,0.388,31,1991
-9,305,296,37,,https://www.scrapethissite.com/pages/forms/,Calgary Flames,0.388,31,1991
21,236,257,29,,https://www.scrapethissite.com/pages/forms/,Chicago Blackhawks,0.45,36,1991
35,264,299,24,,https://www.scrapethissite.com/pages/forms/?page_num=1,Boston Bruins,0.55,44,1990
14,278,292,30,,https://www.scrapethissite.com/pages/forms/?page_num=1,Buffalo Sabres,0.388,31,1990
81,263,344,26,,https://www.scrapethissite.com/pages/forms/?page_num=1,Calgary Flames,0.575,46,1990
73,211,284,23,,https://www.scrapethissite.com/pages/forms/?page_num=1,Chicago Blackhawks,0.613,49,1990
-25,298,273,38,,https://www.scrapethissite.com/pages/forms/?page_num=1,Detroit Red Wings,0.425,34,1990
0,272,272,37,,https://www.scrapethissite.com/pages/forms/?page_num=1,Edmonton Oilers,0.463,37,1990
-38,276,238,38,,https://www.scrapethissite.com/pages/forms/?page_num=1,Hartford Whalers,0.388,31,1990
86,254,340,24,,https://www.scrapethissite.com/pages/forms/?page_num=1,Los Angeles Kings,0.575,46,1990
-10,266,256,39,,https://www.scrapethissite.com/pages/forms/?page_num=1,Minnesota North Stars,0.338,27,1990
24,249,273,30,,https://www.scrapethissite.com/pages/forms/?page_num=1,Montreal Canadiens,0.487,39,1990
8,264,272,33,,https://www.scrapethissite.com/pages/forms/?page_num=1,New Jersey Devils,0.4,32,1990
-67,290,223,45,,https://www.scrapethissite.com/pages/forms/?page_num=1,New York Islanders,0.312,25,1990
32,265,297,31,,https://www.scrapethissite.com/pages/forms/?page_num=1,New York Rangers,0.45,36,1990
-15,267,252,37,,https://www.scrapethissite.com/pages/forms/?page_num=1,Philadelphia Flyers,0.412,33,1990
37,305,342,33,,https://www.scrapethissite.com/pages/forms/?page_num=1,Pittsburgh Penguins,0.512,41,1990
-118,354,236,50,,https://www.scrapethissite.com/pages/forms/?page_num=1,Quebec Nordiques,0.2,16,1990
60,250,310,22,,https://www.scrapethissite.com/pages/forms/?page_num=1,St. Louis Blues,0.588,47,1990
-77,318,241,46,,https://www.scrapethissite.com/pages/forms/?page_num=1,Toronto Maple Leafs,0.287,23,1990
-72,315,243,43,,https://www.scrapethissite.com/pages/forms/?page_num=1,Vancouver Canucks,0.35,28,1990
0,258,258,36,,https://www.scrapethissite.com/pages/forms/?page_num=1,Washington Capitals,0.463,37,1990
-28,288,260,43,,https://www.scrapethissite.com/pages/forms/?page_num=1,Winnipeg Jets,0.325,26,1990
-5,275,270,32,,https://www.scrapethissite.com/pages/forms/?page_num=1,Boston Bruins,0.45,36,1991
-10,299,289,37,,https://www.scrapethissite.com/pages/forms/?page_num=1,Buffalo Sabres,0.388,31,1991
-9,305,296,37,,https://www.scrapethissite.com/pages/forms/?page_num=1,Calgary Flames,0.388,31,1991
21,236,257,29,,https://www.scrapethissite.com/pages/forms/?page_num=1,Chicago Blackhawks,0.45,36,1991
64,256,320,25,,https://www.scrapethissite.com/pages/forms/?page_num=2,Detroit Red Wings,0.537,43,1991
-2,297,295,34,,https://www.scrapethissite.com/pages/forms/?page_num=2,Edmonton Oilers,0.45,36,1991
-36,283,247,41,,https://www.scrapethissite.com/pages/forms/?page_num=2,Hartford Whalers,0.325,26,1991
-9,296,287,31,,https://www.scrapethissite.com/pages/forms/?page_num=2,Los Angeles Kings,0.438,35,1991
-32,278,246,42,,https://www.scrapethissite.com/pages/forms/?page_num=2,Minnesota North Stars,0.4,32,1991
60,207,267,28,,https://www.scrapethissite.com/pages/forms/?page_num=2,Montreal Canadiens,0.512,41,1991
30,259,289,31,,https://www.scrapethissite.com/pages/forms/?page_num=2,New Jersey Devils,0.475,38,1991
-8,299,291,35,,https://www.scrapethissite.com/pages/forms/?page_num=2,New York Islanders,0.425,34,1991
75,246,321,25,,https://www.scrapethissite.com/pages/forms/?page_num=2,New York Rangers,0.625,50,1991
-21,273,252,37,,https://www.scrapethissite.com/pages/forms/?page_num=2,Philadelphia Flyers,0.4,32,1991
35,308,343,32,,https://www.scrapethissite.com/pages/forms/?page_num=2,Pittsburgh Penguins,0.487,39,1991
-63,318,255,48,,https://www.scrapethissite.com/pages/forms/?page_num=2,Quebec Nordiques,0.25,20,1991
-140,359,219,58,,https://www.scrapethissite.com/pages/forms/?page_num=2,San Jose Sharks,0.212,17,1991
13,266,279,33,,https://www.scrapethissite.com/pages/forms/?page_num=2,St. Louis Blues,0.45,36,1991
-60,294,234,43,,https://www.scrapethissite.com/pages/forms/?page_num=2,Toronto Maple Leafs,0.375,30,1991
35,250,285,26,,https://www.scrapethissite.com/pages/forms/?page_num=2,Vancouver Canucks,0.525,42,1991
55,275,330,27,,https://www.scrapethissite.com/pages/forms/?page_num=2,Washington Capitals,0.562,45,1991
7,244,251,32,,https://www.scrapethissite.com/pages/forms/?page_num=2,Winnipeg Jets,0.412,33,1991
64,268,332,26,,https://www.scrapethissite.com/pages/forms/?page_num=2,Boston Bruins,0.607,51,1992
38,297,335,36,,https://www.scrapethissite.com/pages/forms/?page_num=2,Buffalo Sabres,0.452,38,1992
40,282,322,30,,https://www.scrapethissite.com/pages/forms/?page_num=2,Calgary Flames,0.512,43,1992
49,230,279,25,,https://www.scrapethissite.com/pages/forms/?page_num=2,Chicago Blackhawks,0.56,47,1992
89,280,369,28,,https://www.scrapethissite.com/pages/forms/?page_num=2,Detroit Red Wings,0.56,47,1992
-95,337,242,50,,https://www.scrapethissite.com/pages/forms/?page_num=2,Edmonton Oilers,0.31,26,1992
-85,369,284,52,,https://www.scrapethissite.com/pages/forms/?page_num=2,Hartford Whalers,0.31,26,1992
-2,340,338,35,,https://www.scrapethissite.com/pages/forms/?page_num=3,Los Angeles Kings,0.464,39,1992
-21,293,272,38,,https://www.scrapethissite.com/pages/forms/?page_num=3,Minnesota North Stars,0.429,36,1992
46,280,326,30,,https://www.scrapethissite.com/pages/forms/?page_num=3,Montreal Canadiens,0.571,48,1992
9,299,308,37,,https://www.scrapethissite.com/pages/forms/?page_num=3,New Jersey Devils,0.476,40,1992
38,297,335,37,,https://www.scrapethissite.com/pages/forms/?page_num=3,New York Islanders,0.476,40,1992
-4,308,304,39,,https://www.scrapethissite.com/pages/forms/?page_num=3,New York Rangers,0.405,34,1992
-193,395,202,70,,https://www.scrapethissite.com/pages/forms/?page_num=3,Ottawa Senators,0.119,10,1992
0,319,319,37,,https://www.scrapethissite.com/pages/forms/?page_num=3,Philadelphia Flyers,0.429,36,1992
99,268,367,21,,https://www.scrapethissite.com/pages/forms/?page_num=3,Pittsburgh Penguins,0.667,56,1992
51,300,351,27,,https://www.scrapethissite.com/pages/forms/?page_num=3,Quebec Nordiques,0.56,47,1992
-196,414,218,71,,https://www.scrapethissite.com/pages/forms/?page_num=3,San Jose Sharks,0.131,11,1992
4,278,282,36,,https://www.scrapethissite.com/pages/forms/?page_num=3,St. Louis Blues,0.44,37,1992
-87,332,245,54,,https://www.scrapethissite.com/pages/forms/?page_num=3,Tampa Bay Lightning,0.274,23,1992
47,241,288,29,,https://www.scrapethissite.com/pages/forms/?page_num=3,Toronto Maple Leafs,0.524,44,1992
68,278,346,29,,https://www.scrapethissite.com/pages/forms/?page_num=3,Vancouver Canucks,0.548,46,1992
39,286,325,34,,https://www.scrapethissite.com/pages/forms/?page_num=3,Washington Capitals,0.512,43,1992
2,320,322,37,,https://www.scrapethissite.com/pages/forms/?page_num=3,Winnipeg Jets,0.476,40,1992
-22,251,229,46,,https://www.scrapethissite.com/pages/forms/?page_num=3,Mighty Ducks of Anaheim,0.393,33,1993
37,252,289,29,,https://www.scrapethissite.com/pages/forms/?page_num=3,Boston Bruins,0.5,42,1993
64,218,282,32,,https://www.scrapethissite.com/pages/forms/?page_num=3,Buffalo Sabres,0.512,43,1993
46,256,302,29,,https://www.scrapethissite.com/pages/forms/?page_num=3,Calgary Flames,0.5,42,1993
14,240,254,36,,https://www.scrapethissite.com/pages/forms/?page_num=3,Chicago Blackhawks,0.464,39,1993
21,265,286,29,,https://www.scrapethissite.com/pages/forms/?page_num=3,Dallas Stars,0.5,42,1993
81,275,356,30,,https://www.scrapethissite.com/pages/forms/?page_num=3,Detroit Red Wings,0.548,46,1993
-44,305,261,45,,https://www.scrapethissite.com/pages/forms/?page_num=3,Edmonton Oilers,0.298,25,1993
0,233,233,34,,https://www.scrapethissite.com/pages/forms/?page_num=4,Florida Panthers,0.393,33,1993
-61,288,227,48,,https://www.scrapethissite.com/pages/forms/?page_num=4,Hartford Whalers,0.321,27,1993
-28,322,294,45,,https://www.scrapethissite.com/pages/forms/?page_num=4,Los Angeles Kings,0.321,27,1993
35,248,283,29,,https://www.scrapethissite.com/pages/forms/?page_num=4,Montreal Canadiens,0.488,41,1993
86,220,306,25,,https://www.scrapethissite.com/pages/forms/?page_num=4,New Jersey Devils,0.56,47,1993
18,264,282,36,,https://www.scrapethissite.com/pages/forms/?page_num=4,New York Islanders,0.429,36,1993
68,231,299,24,,https://www.scrapethissite.com/pages/forms/?page_num=4,New York Rangers,0.619,52,1993
-196,397,201,61,,https://www.scrapethissite.com/pages/forms/?page_num=4,Ottawa Senators,0.167,14,1993
-20,314,294,39,,https://www.scrapethissite.com/pages/forms/?page_num=4,Philadelphia Flyers,0.417,35,1993
14,285,299,27,,https://www.scrapethissite.com/pages/forms/?page_num=4,Pittsburgh Penguins,0.524,44,1993
-15,292,277,42,,https://www.scrapethissite.com/pages/forms/?page_num=4,Quebec Nordiques,0.405,34,1993
-13,265,252,35,,https://www.scrapethissite.com/pages/forms/?page_num=4,San Jose Sharks,0.393,33,1993
-13,283,270,33,,https://www.scrapethissite.com/pages/forms/?page_num=4,St. Louis Blues,0.476,40,1993
-27,251,224,43,,https://www.scrapethissite.com/pages/forms/?page_num=4,Tampa Bay Lightning,0.357,30,1993
37,243,280,29,,https://www.scrapethissite.com/pages/forms/?page_num=4,Toronto Maple Leafs,0.512,43,1993
3,276,279,40,,https://www.scrapethissite.com/pages/forms/?page_num=4,Vancouver Canucks,0.488,41,1993
14,263,277,35,,https://www.scrapethissite.com/pages/forms/?page_num=4,Washington Capitals,0.464,39,1993
-99,344,245,51,,https://www.scrapethissite.com/pages/forms/?page_num=4,Winnipeg Jets,0.286,24,1993
